Entity,Code,Year,Annual CO₂ emissions,Annual CO₂ emissions
North America (excl. USA),,1855,150224,150224
North America (excl. USA),,1856,572025,572025
North America (excl. USA),,1857,584232,584232
North America (excl. USA),,1858,617702,617702
North America (excl. USA),,1859,640559,640559
North America (excl. USA),,1860,683931,683931
North America (excl. USA),,1861,911867,911867
North America (excl. USA),,1862,1185621,1185621
North America (excl. USA),,1863,1095754,1095754
North America (excl. USA),,1864,1460136,1460136
North America (excl. USA),,1865,1627732,1627732
North America (excl. USA),,1866,1869213,1869213
North America (excl. USA),,1867,2243440,2243440
North America (excl. USA),,1868,1556862,1556862
North America (excl. USA),,1869,1373848,1373848
North America (excl. USA),,1870,1873653,1873653
North America (excl. USA),,1871,2404297,2404297
North America (excl. USA),,1872,2494261,2494261
North America (excl. USA),,1873,2285622,2285622
North America (excl. USA),,1874,2310368,2310368
North America (excl. USA),,1875,2566516,2566516
North America (excl. USA),,1876,2457737,2457737
North America (excl. USA),,1877,2663757,2663757
North America (excl. USA),,1878,2691394,2691394
North America (excl. USA),,1879,2967541,2967541
North America (excl. USA),,1880,5918256,5918256
North America (excl. USA),,1881,6260934,6260934
North America (excl. USA),,1882,7313149,7313149
North America (excl. USA),,1883,8116495,8116495
North America (excl. USA),,1884,9265894,9265894
North America (excl. USA),,1885,8925540,8925540
North America (excl. USA),,1886,9470438,9470438
North America (excl. USA),,1887,10971588,10971588
North America (excl. USA),,1888,14270897,14270897
North America (excl. USA),,1889,12408777,12408777
North America (excl. USA),,1890,13693983,13693983
North America (excl. USA),,1891,16028847,16028847
North America (excl. USA),,1892,16604811,16604811
North America (excl. USA),,1893,17298276,17298276
North America (excl. USA),,1894,16864088,16864088
North America (excl. USA),,1895,16112594,16112594
North America (excl. USA),,1896,17185708,17185708
North America (excl. USA),,1897,17946254,17946254
North America (excl. USA),,1898,19228328,19228328
North America (excl. USA),,1899,23436864,23436864
North America (excl. USA),,1900,25142960,25142960
North America (excl. USA),,1901,29133338,29133338
North America (excl. USA),,1902,31279352,31279352
North America (excl. USA),,1903,34646436,34646436
North America (excl. USA),,1904,40313080,40313080
North America (excl. USA),,1905,43282830,43282830
North America (excl. USA),,1906,45880230,45880230
North America (excl. USA),,1907,56236480,56236480
North America (excl. USA),,1908,56601708,56601708
North America (excl. USA),,1909,54742856,54742856
North America (excl. USA),,1910,61652892,61652892
North America (excl. USA),,1911,74599810,74599810
North America (excl. USA),,1912,81874664,81874664
North America (excl. USA),,1913,96660730,96660730
North America (excl. USA),,1914,83867520,83867520
North America (excl. USA),,1915,80599940,80599940
North America (excl. USA),,1916,99141970,99141970
North America (excl. USA),,1917,117394840,117394840
North America (excl. USA),,1918,126701630,126701630
North America (excl. USA),,1919,121926270,121926270
North America (excl. USA),,1920,166685100,166685100
North America (excl. USA),,1921,174528450,174528450
North America (excl. USA),,1922,158128830,158128830
North America (excl. USA),,1923,169374270,169374270
North America (excl. USA),,1924,149606450,149606450
North America (excl. USA),,1925,136455040,136455040
North America (excl. USA),,1926,133557100,133557100
North America (excl. USA),,1927,128667920,128667920
North America (excl. USA),,1928,123130440,123130440
North America (excl. USA),,1929,126048370,126048370
North America (excl. USA),,1930,120076440,120076440
North America (excl. USA),,1931,96862616,96862616
North America (excl. USA),,1932,90601620,90601620
North America (excl. USA),,1933,91966110,91966110
North America (excl. USA),,1934,104591110,104591110
North America (excl. USA),,1935,106365460,106365460
North America (excl. USA),,1936,115056856,115056856
North America (excl. USA),,1937,126864170,126864170
North America (excl. USA),,1938,119250776,119250776
North America (excl. USA),,1939,127995740,127995740
North America (excl. USA),,1940,143433740,143433740
North America (excl. USA),,1941,153341220,153341220
North America (excl. USA),,1942,161349940,161349940
North America (excl. USA),,1943,168303280,168303280
North America (excl. USA),,1944,171996400,171996400
North America (excl. USA),,1945,164894960,164894960
North America (excl. USA),,1946,175489140,175489140
North America (excl. USA),,1947,185505550,185505550
North America (excl. USA),,1948,202170460,202170460
North America (excl. USA),,1949,188156130,188156130
North America (excl. USA),,1950,203422830,203422830
North America (excl. USA),,1951,222148160,222148160
North America (excl. USA),,1952,217143780,217143780
North America (excl. USA),,1953,219054060,219054060
North America (excl. USA),,1954,228825440,228825440
North America (excl. USA),,1955,237794460,237794460
North America (excl. USA),,1956,264137340,264137340
North America (excl. USA),,1957,267539500,267539500
North America (excl. USA),,1958,275691300,275691300
North America (excl. USA),,1959,283157730,283157730
North America (excl. USA),,1960,291926560,291926560
North America (excl. USA),,1961,297569440,297569440
North America (excl. USA),,1962,315585340,315585340
North America (excl. USA),,1963,316158140,316158140
North America (excl. USA),,1964,357279580,357279580
North America (excl. USA),,1965,372267140,372267140
North America (excl. USA),,1966,385016480,385016480
North America (excl. USA),,1967,421598720,421598720
North America (excl. USA),,1968,448694900,448694900
North America (excl. USA),,1969,466471970,466471970
North America (excl. USA),,1970,522782430,522782430
North America (excl. USA),,1971,550457860,550457860
North America (excl. USA),,1972,588883300,588883300
North America (excl. USA),,1973,611684540,611684540
North America (excl. USA),,1974,629882750,629882750
North America (excl. USA),,1975,649737150,649737150
North America (excl. USA),,1976,686661900,686661900
North America (excl. USA),,1977,701365000,701365000
North America (excl. USA),,1978,735644200,735644200
North America (excl. USA),,1979,783730240,783730240
North America (excl. USA),,1980,811467260,811467260
North America (excl. USA),,1981,807820200,807820200
North America (excl. USA),,1982,814924540,814924540
North America (excl. USA),,1983,772558850,772558850
North America (excl. USA),,1984,797589000,797589000
North America (excl. USA),,1985,810691460,810691460
North America (excl. USA),,1986,784598900,784598900
North America (excl. USA),,1987,828331500,828331500
North America (excl. USA),,1988,852933200,852933200
North America (excl. USA),,1989,883410800,883410800
North America (excl. USA),,1990,867856060,867856060
North America (excl. USA),,1991,871707000,871707000
North America (excl. USA),,1992,886627100,886627100
North America (excl. USA),,1993,892950140,892950140
North America (excl. USA),,1994,924786750,924786750
North America (excl. USA),,1995,923746400,923746400
North America (excl. USA),,1996,956404540,956404540
North America (excl. USA),,1997,998097800,998097800
North America (excl. USA),,1998,1024705600,1024705600
North America (excl. USA),,1999,1049133500,1049133500
North America (excl. USA),,2000,1088201000,1088201000
North America (excl. USA),,2001,1101525200,1101525200
North America (excl. USA),,2002,1114423900,1114423900
North America (excl. USA),,2003,1164180400,1164180400
North America (excl. USA),,2004,1161729000,1161729000
North America (excl. USA),,2005,1189129700,1189129700
North America (excl. USA),,2006,1206295600,1206295600
North America (excl. USA),,2007,1233613200,1233613200
North America (excl. USA),,2008,1216395300,1216395300
North America (excl. USA),,2009,1168716300,1168716300
North America (excl. USA),,2010,1183444000,1183444000
North America (excl. USA),,2011,1219653000,1219653000
North America (excl. USA),,2012,1237709800,1237709800
North America (excl. USA),,2013,1236799700,1236799700
North America (excl. USA),,2014,1226072200,1226072200
North America (excl. USA),,2015,1227611600,1227611600
North America (excl. USA),,2016,1214237700,1214237700
North America (excl. USA),,2017,1205758100,1205758100
North America (excl. USA),,2018,1220009200,1220009200
North America (excl. USA),,2019,1231214100,1231214100
North America (excl. USA),,2020,1112000400,1112000400
North America (excl. USA),,2021,1160539400,1160539400
North America (excl. USA),,2022,1188572400,1188572400
North America (excl. USA),,2023,1212158700,1212158700
Oceania,,1750,0,0
Oceania,,1751,0,0
Oceania,,1752,0,0
Oceania,,1753,0,0
Oceania,,1754,0,0
Oceania,,1755,0,0
Oceania,,1756,0,0
Oceania,,1757,0,0
Oceania,,1758,0,0
Oceania,,1759,0,0
Oceania,,1760,0,0
Oceania,,1761,0,0
Oceania,,1762,0,0
Oceania,,1763,0,0
Oceania,,1764,0,0
Oceania,,1765,0,0
Oceania,,1766,0,0
Oceania,,1767,0,0
Oceania,,1768,0,0
Oceania,,1769,0,0
Oceania,,1770,0,0
Oceania,,1771,0,0
Oceania,,1772,0,0
Oceania,,1773,0,0
Oceania,,1774,0,0
Oceania,,1775,0,0
Oceania,,1776,0,0
Oceania,,1777,0,0
Oceania,,1778,0,0
Oceania,,1779,0,0
Oceania,,1780,0,0
Oceania,,1781,0,0
Oceania,,1782,0,0
Oceania,,1783,0,0
Oceania,,1784,0,0
Oceania,,1785,0,0
Oceania,,1786,0,0
Oceania,,1787,0,0
Oceania,,1788,0,0
Oceania,,1789,0,0
Oceania,,1790,0,0
Oceania,,1791,0,0
Oceania,,1792,0,0
Oceania,,1793,0,0
Oceania,,1794,0,0
Oceania,,1795,0,0
Oceania,,1796,0,0
Oceania,,1797,0,0
Oceania,,1798,0,0
Oceania,,1799,0,0
Oceania,,1800,0,0
Oceania,,1801,0,0
Oceania,,1802,0,0
Oceania,,1803,0,0
Oceania,,1804,0,0
Oceania,,1805,236,236
Oceania,,1806,661,661
Oceania,,1807,629,629
Oceania,,1808,787,787
Oceania,,1809,1259,1259
Oceania,,1810,1259,1259
Oceania,,1811,2203,2203
Oceania,,1812,2203,2203
Oceania,,1813,2832,2832
Oceania,,1814,3451,3451
Oceania,,1815,2753,2753
Oceania,,1816,2281,2281
Oceania,,1817,2045,2045
Oceania,,1818,1888,1888
Oceania,,1819,3540,3540
Oceania,,1820,6160,6160
Oceania,,1821,3147,3147
Oceania,,1822,3934.0002,3934.0002
Oceania,,1823,4720,4720
Oceania,,1824,4720,4720
Oceania,,1825,2870,2870
Oceania,,1826,6360,6360
Oceania,,1827,5902,5902
Oceania,,1828,3786,3786
Oceania,,1829,6031,6031
Oceania,,1830,5748,5748
Oceania,,1831,1421,1421
Oceania,,1832,11239,11239
Oceania,,1833,10718,10718
Oceania,,1834,13358,13358
Oceania,,1835,19498,19498
Oceania,,1836,19897,19897
Oceania,,1837,25305,25305
Oceania,,1838,27094,27094
Oceania,,1839,33487,33487
Oceania,,1840,47605,47605
Oceania,,1841,54819,54819
Oceania,,1842,62779,62779
Oceania,,1843,40692,40692
Oceania,,1844,36374,36374
Oceania,,1845,35125,35125
Oceania,,1846,61308,61308
Oceania,,1847,64088,64088
Oceania,,1848,71507,71507
Oceania,,1849,76336,76336
Oceania,,1850,112052,112052
Oceania,,1851,106379,106379
Oceania,,1852,106055,106055
Oceania,,1853,152321,152321
Oceania,,1854,183526,183526
Oceania,,1855,215678,215678
Oceania,,1856,298886,298886
Oceania,,1857,331100,331100
Oceania,,1858,340483,340483
Oceania,,1859,484948,484948
Oceania,,1860,599769,599769
Oceania,,1861,560575,560575
Oceania,,1862,787635,787635
Oceania,,1863,720450,720450
Oceania,,1864,903160,903160
Oceania,,1865,973508,973508
Oceania,,1866,1280060,1280060
Oceania,,1867,1239852,1239852
Oceania,,1868,1532259,1532259
Oceania,,1869,1464684,1464684
Oceania,,1870,1402391,1402391
Oceania,,1871,1440910,1440910
Oceania,,1872,1636610,1636610
Oceania,,1873,1930549,1930549
Oceania,,1874,2125629,2125629
Oceania,,1875,2142736,2142736
Oceania,,1876,2158161,2158161
Oceania,,1877,2372097,2372097
Oceania,,1878,2917052,2917052
Oceania,,1879,3083507,3083507
Oceania,,1880,3073339,3073339
Oceania,,1881,3641577,3641577
Oceania,,1882,4277829,4277829
Oceania,,1883,5073743,5073743
Oceania,,1884,5590824,5590824
Oceania,,1885,5999834,5999834
Oceania,,1886,6009109,6009109
Oceania,,1887,6261250,6261250
Oceania,,1888,6972248,6972248
Oceania,,1889,7562008,7562008
Oceania,,1890,6872483,6872483
Oceania,,1891,8375925,8375925
Oceania,,1892,7961785,7961785
Oceania,,1893,7315646,7315646
Oceania,,1894,8130214,8130214
Oceania,,1895,8373957,8373957
Oceania,,1896,8936921,8936921
Oceania,,1897,9782685,9782685
Oceania,,1898,10536444,10536444
Oceania,,1899,10873019,10873019
Oceania,,1900,12607824,12607824
Oceania,,1901,14179680,14179680
Oceania,,1902,14436160,14436160
Oceania,,1903,14393768,14393768
Oceania,,1904,14977158,14977158
Oceania,,1905,15591857,15591857
Oceania,,1906,18219918,18219918
Oceania,,1907,19572344,19572344
Oceania,,1908,20943384,20943384
Oceania,,1909,18845024,18845024
Oceania,,1910,22609452,22609452
Oceania,,1911,24136106,24136106
Oceania,,1912,26073290,26073290
Oceania,,1913,27014900,27014900
Oceania,,1914,30004424,30004424
Oceania,,1915,27201164,27201164
Oceania,,1916,24891626,24891626
Oceania,,1917,25951116,25951116
Oceania,,1918,27907988,27907988
Oceania,,1919,26314662,26314662
Oceania,,1920,29863852,29863852
Oceania,,1921,27284434,27284434
Oceania,,1922,28483052,28483052
Oceania,,1923,29520592,29520592
Oceania,,1924,32180746,32180746
Oceania,,1925,33720956,33720956
Oceania,,1926,33859450,33859450
Oceania,,1927,35764830,35764830
Oceania,,1928,33733316,33733316
Oceania,,1929,31800364,31800364
Oceania,,1930,30764512,30764512
Oceania,,1931,26789996,26789996
Oceania,,1932,26589732,26589732
Oceania,,1933,28327570,28327570
Oceania,,1934,30191492,30191492
Oceania,,1935,33108736,33108736
Oceania,,1936,35690024,35690024
Oceania,,1937,38137220,38137220
Oceania,,1938,37942420,37942420
Oceania,,1939,42445464,42445464
Oceania,,1940,40105132,40105132
Oceania,,1941,44335188,44335188
Oceania,,1942,47122844,47122844
Oceania,,1943,46564212,46564212
Oceania,,1944,46496400,46496400
Oceania,,1945,44779228,44779228
Oceania,,1946,48271880,48271880
Oceania,,1947,50227836,50227836
Oceania,,1948,52515016,52515016
Oceania,,1949,53672830,53672830
Oceania,,1950,64713932,64713932
Oceania,,1951,69779190,69779190
Oceania,,1952,72499576,72499576
Oceania,,1953,72268020,72268020
Oceania,,1954,77804776,77804776
Oceania,,1955,82445600,82445600
Oceania,,1956,86729070,86729070
Oceania,,1957,87260540,87260540
Oceania,,1958,89274136,89274136
Oceania,,1959,94416940,94416940
Oceania,,1960,100298744,100298744
Oceania,,1961,100182616,100182616
Oceania,,1962,103294030,103294030
Oceania,,1963,109549700,109549700
Oceania,,1964,118717740,118717740
Oceania,,1965,129477440,129477440
Oceania,,1966,132279140,132279140
Oceania,,1967,138611220,138611220
Oceania,,1968,145432300,145432300
Oceania,,1969,153718830,153718830
Oceania,,1970,166214060,166214060
Oceania,,1971,170642140,170642140
Oceania,,1972,174019410,174019410
Oceania,,1973,193619740,193619740
Oceania,,1974,190731230,190731230
Oceania,,1975,196819650,196819650
Oceania,,1976,194205660,194205660
Oceania,,1977,207571890,207571890
Oceania,,1978,213846820,213846820
Oceania,,1979,213960100,213960100
Oceania,,1980,227388100,227388100
Oceania,,1981,235791570,235791570
Oceania,,1982,241295580,241295580
Oceania,,1983,230603340,230603340
Oceania,,1984,241779620,241779620
Oceania,,1985,251881950,251881950
Oceania,,1986,252363400,252363400
Oceania,,1987,264348260,264348260
Oceania,,1988,271776800,271776800
Oceania,,1989,287940100,287940100
Oceania,,1990,309497760,309497760
Oceania,,1991,311622940,311622940
Oceania,,1992,318661220,318661220
Oceania,,1993,322915330,322915330
Oceania,,1994,328044930,328044930
Oceania,,1995,339531300,339531300
Oceania,,1996,348034700,348034700
Oceania,,1997,358496830,358496830
Oceania,,1998,371793120,371793120
Oceania,,1999,382561340,382561340
Oceania,,2000,390079870,390079870
Oceania,,2001,400357540,400357540
Oceania,,2002,405958000,405958000
Oceania,,2003,415715000,415715000
Oceania,,2004,429568640,429568640
Oceania,,2005,434553100,434553100
Oceania,,2006,440741250,440741250
Oceania,,2007,448667040,448667040
Oceania,,2008,453681630,453681630
Oceania,,2009,452965020,452965020
Oceania,,2010,451682000,451682000
Oceania,,2011,450399680,450399680
Oceania,,2012,453473280,453473280
Oceania,,2013,446240540,446240540
Oceania,,2014,442859330,442859330
Oceania,,2015,452078900,452078900
Oceania,,2016,460608160,460608160
Oceania,,2017,465369760,465369760
Oceania,,2018,468624000,468624000
Oceania,,2019,470051360,470051360
Oceania,,2020,449667040,449667040
Oceania,,2021,439661570,439661570
Oceania,,2022,433028500,433028500
Oceania,,2023,430302660,430302660
South America,,1844,24171,24171
South America,,1845,36046,36046
South America,,1846,45661,45661
South America,,1847,55846,55846
South America,,1848,63594,63594
South America,,1849,116034,116034
South America,,1850,94126,94126
South America,,1851,110448,110448
South America,,1852,180875,180875
South America,,1853,116529,116529
South America,,1854,5389,5389
South America,,1855,150900,150900
South America,,1856,556694,556694
South America,,1857,880976,880976
South America,,1858,962943,962943
South America,,1859,758669,758669
South America,,1860,1033002,1033002
South America,,1861,950494,950494
South America,,1862,877144,877144
South America,,1863,962480,962480
South America,,1864,1182042,1182042
South America,,1865,1383061,1383061
South America,,1866,1886320,1886320
South America,,1867,2003559,2003559
South America,,1868,2330022,2330022
South America,,1869,2088179,2088179
South America,,1870,2135154,2135154
South America,,1871,2261620,2261620
South America,,1872,3012619,3012619
South America,,1873,3308867,3308867
South America,,1874,3742494,3742494
South America,,1875,3243613,3243613
South America,,1876,3202210,3202210
South America,,1877,2987233,2987233
South America,,1878,2919186,2919186
South America,,1879,3020111,3020111
South America,,1880,3453197,3453197
South America,,1881,3751238,3751238
South America,,1882,3832123,3832123
South America,,1883,4075048,4075048
South America,,1884,4632899,4632899
South America,,1885,4829543,4829543
South America,,1886,4530320,4530320
South America,,1887,5250247,5250247
South America,,1888,6387091,6387091
South America,,1889,7538223,7538223
South America,,1890,6329836,6329836
South America,,1891,6584004,6584004
South America,,1892,6727751,6727751
South America,,1893,6725705,6725705
South America,,1894,8401482,8401482
South America,,1895,8548265,8548265
South America,,1896,9217044,9217044
South America,,1897,8561701,8561701
South America,,1898,9186857,9186857
South America,,1899,9629430,9629430
South America,,1900,8932587,8932587
South America,,1901,9644027,9644027
South America,,1902,10289648,10289648
South America,,1903,10492844,10492844
South America,,1904,10929525,10929525
South America,,1905,12766501,12766501
South America,,1906,15509021,15509021
South America,,1907,17710128,17710128
South America,,1908,18709604,18709604
South America,,1909,18441104,18441104
South America,,1910,20672666,20672666
South America,,1911,23954296,23954296
South America,,1912,24730868,24730868
South America,,1913,25967704,25967704
South America,,1914,21570992,21570992
South America,,1915,15675078,15675078
South America,,1916,14646844,14646844
South America,,1917,13086434,13086434
South America,,1918,11650200,11650200
South America,,1919,13630743,13630743
South America,,1920,16127816,16127816
South America,,1921,15376955,15376955
South America,,1922,17538402,17538402
South America,,1923,19904310,19904310
South America,,1924,24937520,24937520
South America,,1925,26465472,26465472
South America,,1926,27506204,27506204
South America,,1927,30158940,30158940
South America,,1928,31606908,31606908
South America,,1929,34773396,34773396
South America,,1930,29601944,29601944
South America,,1931,27014918,27014918
South America,,1932,30424378,30424378
South America,,1933,34371650,34371650
South America,,1934,38439308,38439308
South America,,1935,41464588,41464588
South America,,1936,40896870,40896870
South America,,1937,51129504,51129504
South America,,1938,47639420,47639420
South America,,1939,46572064,46572064
South America,,1940,50912532,50912532
South America,,1941,51506230,51506230
South America,,1942,48387430,48387430
South America,,1943,49034136,49034136
South America,,1944,54083316,54083316
South America,,1945,54755708,54755708
South America,,1946,57635230,57635230
South America,,1947,62898948,62898948
South America,,1948,70073040,70073040
South America,,1949,71232510,71232510
South America,,1950,113413520,113413520
South America,,1951,131276936,131276936
South America,,1952,141465000,141465000
South America,,1953,140632350,140632350
South America,,1954,151041460,151041460
South America,,1955,170065740,170065740
South America,,1956,184167710,184167710
South America,,1957,192903300,192903300
South America,,1958,178736500,178736500
South America,,1959,196974220,196974220
South America,,1960,199140540,199140540
South America,,1961,201756400,201756400
South America,,1962,215629970,215629970
South America,,1963,219379200,219379200
South America,,1964,230147580,230147580
South America,,1965,240092670,240092670
South America,,1966,251989390,251989390
South America,,1967,267328100,267328100
South America,,1968,287605000,287605000
South America,,1969,311235260,311235260
South America,,1970,337826140,337826140
South America,,1971,346539170,346539170
South America,,1972,362556700,362556700
South America,,1973,392667400,392667400
South America,,1974,416530270,416530270
South America,,1975,411657630,411657630
South America,,1976,419328960,419328960
South America,,1977,434808350,434808350
South America,,1978,462110140,462110140
South America,,1979,494336160,494336160
South America,,1980,508353860,508353860
South America,,1981,489719070,489719070
South America,,1982,490869630,490869630
South America,,1983,485836380,485836380
South America,,1984,491463070,491463070
South America,,1985,501802700,501802700
South America,,1986,529758620,529758620
South America,,1987,557251900,557251900
South America,,1988,580266800,580266800
South America,,1989,579758200,579758200
South America,,1990,598211000,598211000
South America,,1991,605972700,605972700
South America,,1992,618012400,618012400
South America,,1993,652645700,652645700
South America,,1994,655496600,655496600
South America,,1995,689449860,689449860
South America,,1996,719744800,719744800
South America,,1997,766816900,766816900
South America,,1998,791003650,791003650
South America,,1999,812984400,812984400
South America,,2000,812433540,812433540
South America,,2001,792002600,792002600
South America,,2002,819945500,819945500
South America,,2003,820535700,820535700
South America,,2004,856858900,856858900
South America,,2005,881497200,881497200
South America,,2006,909106400,909106400
South America,,2007,943890700,943890700
South America,,2008,987698940,987698940
South America,,2009,961250200,961250200
South America,,2010,1072222700,1072222700
South America,,2011,1089016300,1089016300
South America,,2012,1143936600,1143936600
South America,,2013,1208385700,1208385700
South America,,2014,1224245800,1224245800
South America,,2015,1195139100,1195139100
South America,,2016,1146173800,1146173800
South America,,2017,1130036400,1130036400
South America,,2018,1077709600,1077709600
South America,,2019,1084625800,1084625800
South America,,2020,979441100,979441100
South America,,2021,1079731200,1079731200
South America,,2022,1096152800,1096152800
South America,,2023,1108965000,1108965000
United States,USA,1800,252815.98,252815.98
United States,USA,1801,267472,267472
United States,USA,1802,289456,289456
United States,USA,1803,296784,296784
United States,USA,1804,333424,333424
United States,USA,1805,340752,340752
United States,USA,1806,333424,333424
United States,USA,1807,377392,377392
United States,USA,1808,392048,392048
United States,USA,1809,403040,403040
United States,USA,1810,417696,417696
United States,USA,1811,447008,447008
United States,USA,1812,483648,483648
United States,USA,1813,520288,520288
United States,USA,1814,560592,560592
United States,USA,1815,600896,600896
United States,USA,1816,663184,663184
United States,USA,1817,718144,718144
United States,USA,1818,780432,780432
United States,USA,1819,762112,762112
United States,USA,1820,791424,791424
United States,USA,1821,828064,828064
United States,USA,1822,864704,864704
United States,USA,1823,901344,901344
United States,USA,1824,1014928,1014928
United States,USA,1825,1135840,1135840
United States,USA,1826,1315376,1315376
United States,USA,1827,1447280,1447280
United States,USA,1828,1593840,1593840
United States,USA,1829,1795360,1795360
United States,USA,1830,2088480,2088480
United States,USA,1831,2264352,2264352
United States,USA,1832,3022800,3022800
United States,USA,1833,3528432,3528432
United States,USA,1834,3381872,3381872
United States,USA,1835,4316192,4316192
United States,USA,1836,4730224,4730224
United States,USA,1837,5305472,5305472
United States,USA,1838,5030672,5030672
United States,USA,1839,5517984,5517984
United States,USA,1840,5873392,5873392
United States,USA,1841,6214144,6214144
United States,USA,1842,6917632,6917632
United States,USA,1843,7764016,7764016
United States,USA,1844,9306560,9306560
United States,USA,1845,11204512,11204512
United States,USA,1846,12710416,12710416
United States,USA,1847,15070032,15070032
United States,USA,1848,16784784,16784784
United States,USA,1849,18221072,18221072
United States,USA,1850,19792928,19792928
United States,USA,1851,24633072,24633072
United States,USA,1852,26791168,26791168
United States,USA,1853,30162048,30162048
United States,USA,1854,33159198,33159198
United States,USA,1855,38160560,38160560
United States,USA,1856,40036530,40036530
United States,USA,1857,41055120,41055120
United States,USA,1858,41648690,41648690
United States,USA,1859,45320016,45320016
United States,USA,1860,47437810,47437810
United States,USA,1861,45679090,45679090
United States,USA,1862,47448800,47448800
United States,USA,1863,54809776,54809776
United States,USA,1864,58656976,58656976
United States,USA,1865,58821856,58821856
United States,USA,1866,59232224,59232224
United States,USA,1867,72865970,72865970
United States,USA,1868,82352060,82352060
United States,USA,1869,93695810,93695810
United States,USA,1870,98620220,98620220
United States,USA,1871,103020690,103020690
United States,USA,1872,126305410,126305410
United States,USA,1873,139506800,139506800
United States,USA,1874,134296590,134296590
United States,USA,1875,135747540,135747540
United States,USA,1876,132820010,132820010
United States,USA,1877,147175550,147175550
United States,USA,1878,143903600,143903600
United States,USA,1879,175468960,175468960
United States,USA,1880,198684240,198684240
United States,USA,1881,210192900,210192900
United States,USA,1882,235393950,235393950
United States,USA,1883,253882580,253882580
United States,USA,1884,267589570,267589570
United States,USA,1885,272162270,272162270
United States,USA,1886,287463170,287463170
United States,USA,1887,307380830,307380830
United States,USA,1888,373875100,373875100
United States,USA,1889,335542400,335542400
United States,USA,1890,401747300,401747300
United States,USA,1891,427424580,427424580
United States,USA,1892,450449200,450449200
United States,USA,1893,454094850,454094850
United States,USA,1894,425050370,425050370
United States,USA,1895,479948100,479948100
United States,USA,1896,480882460,480882460
United States,USA,1897,500287140,500287140
United States,USA,1898,545321500,545321500
United States,USA,1899,625534000,625534000
United States,USA,1900,662738400,662738400
United States,USA,1901,721527550,721527550
United States,USA,1902,764495740,764495740
United States,USA,1903,894406900,894406900
United States,USA,1904,882057540,882057540
United States,USA,1905,986482400,986482400
United States,USA,1906,1035471170,1035471170
United States,USA,1907,1203861500,1203861500
United States,USA,1908,1052812860,1052812860
United States,USA,1909,1165706200,1165706200
United States,USA,1910,1271582100,1271582100
United States,USA,1911,1258666600,1258666600
United States,USA,1912,1343565600,1343565600
United States,USA,1913,1442542100,1442542100
United States,USA,1914,1317980300,1317980300
United States,USA,1915,1367697000,1367697000
United States,USA,1916,1518980700,1518980700
United States,USA,1917,1670970600,1670970600
United States,USA,1918,1747718100,1747718100
United States,USA,1919,1479158800,1479158800
United States,USA,1920,1738245800,1738245800
United States,USA,1921,1423668600,1423668600
United States,USA,1922,1435758300,1435758300
United States,USA,1923,1896735900,1896735900
United States,USA,1924,1698320300,1698320300
United States,USA,1925,1758185500,1758185500
United States,USA,1926,1906048500,1906048500
United States,USA,1927,1862839200,1862839200
United States,USA,1928,1830965000,1830965000
United States,USA,1929,1963506200,1963506200
United States,USA,1930,1744916200,1744916200
United States,USA,1931,1484959100,1484959100
United States,USA,1932,1257814100,1257814100
United States,USA,1933,1348876800,1348876800
United States,USA,1934,1436238600,1436238600
United States,USA,1935,1492320900,1492320900
United States,USA,1936,1713411700,1713411700
United States,USA,1937,1792609900,1792609900
United States,USA,1938,1515749900,1515749900
United States,USA,1939,1670920400,1670920400
United States,USA,1940,1874985100,1874985100
United States,USA,1941,2043585000,2043585000
United States,USA,1942,2198264800,2198264800
United States,USA,1943,2272059100,2272059100
United States,USA,1944,2444903700,2444903700
United States,USA,1945,2359551500,2359551500
United States,USA,1946,2257493800,2257493800
United States,USA,1947,2485854500,2485854500
United States,USA,1948,2582558700,2582558700
United States,USA,1949,2164862200,2164862200
United States,USA,1950,2541485300,2541485300
United States,USA,1951,2618711600,2618711600
United States,USA,1952,2551219500,2551219500
United States,USA,1953,2612971300,2612971300
United States,USA,1954,2489462300,2489462300
United States,USA,1955,2728512000,2728512000
United States,USA,1956,2859995000,2859995000
United States,USA,1957,2835772200,2835772200
United States,USA,1958,2747107600,2747107600
United States,USA,1959,2831923200,2831923200
United States,USA,1960,2897315000,2897315000
United States,USA,1961,2886872800,2886872800
United States,USA,1962,2993902000,2993902000
United States,USA,1963,3126487600,3126487600
United States,USA,1964,3264313600,3264313600
United States,USA,1965,3399547000,3399547000
United States,USA,1966,3571421400,3571421400
United States,USA,1967,3705461000,3705461000
United States,USA,1968,3840919600,3840919600
United States,USA,1969,4035145200,4035145200
United States,USA,1970,4339686000,4339686000
United States,USA,1971,4365465000,4365465000
United States,USA,1972,4573015000,4573015000
United States,USA,1973,4785434000,4785434000
United States,USA,1974,4621419000,4621419000
United States,USA,1975,4478563000,4478563000
United States,USA,1976,4748111400,4748111400
United States,USA,1977,4889953300,4889953300
United States,USA,1978,4941708300,4941708300
United States,USA,1979,5008955400,5008955400
United States,USA,1980,4808877600,4808877600
United States,USA,1981,4686743000,4686743000
United States,USA,1982,4447602000,4447602000
United States,USA,1983,4429711000,4429711000
United States,USA,1984,4662488000,4662488000
United States,USA,1985,4652938000,4652938000
United States,USA,1986,4663711000,4663711000
United States,USA,1987,4826012700,4826012700
United States,USA,1988,5050858500,5050858500
United States,USA,1989,5132543500,5132543500
United States,USA,1990,5120957000,5120957000
